run_index,year,asocc_ssp_scenario,impact,reference_year,value,s_p,r_c
0,2020,,ECOTOX,2010,0.00018319430876108324,Paper,FR
0,2021,,ECOTOX,2010,0.0002062260086744192,Paper,FR
0,2022,,ECOTOX,2010,0.0002039011372059177,Paper,FR
0,2023,,ECOTOX,2010,0.00019286324424322874,Paper,FR
0,2024,,ECOTOX,2010,0.00018528220729312032,Paper,FR
0,2025,,ECOTOX,2010,0.00013223412335884062,Paper,FR
0,2026,SSP2,ECOTOX,2010,0.0001396665190365024,Paper,FR
0,2027,SSP2,ECOTOX,2010,0.0001365654662551099,Paper,FR
0,2028,SSP2,ECOTOX,2010,0.00013343540006618184,Paper,FR
0,2029,SSP2,ECOTOX,2010,0.0001302896034112176,Paper,FR
0,2030,SSP2,ECOTOX,2010,0.00012713962895309695,Paper,FR
0,2019,,HTOX_nc,2010,0.0001989160212742828,Paper,FR
0,2020,,HTOX_nc,2010,0.00018355960150038747,Paper,FR
0,2021,,HTOX_nc,2010,0.00020663722703668128,Paper,FR
0,2022,,HTOX_nc,2010,0.00020430771973274905,Paper,FR
0,2023,,HTOX_nc,2010,0.00019324781701340465,Paper,FR
0,2024,,HTOX_nc,2010,0.0001856516633395672,Paper,FR
0,2025,,HTOX_nc,2010,0.00013249780057391307,Paper,FR
0,2026,SSP2,HTOX_nc,2010,0.00013994501658193907,Paper,FR
0,2027,SSP2,HTOX_nc,2010,0.00013683778024564848,Paper,FR
0,2028,SSP2,HTOX_nc,2010,0.00013370147264856705,Paper,FR
0,2029,SSP2,HTOX_nc,2010,0.00013054940321861782,Paper,FR
0,2030,SSP2,HTOX_nc,2010,0.00012739314765489773,Paper,FR
0,2019,,HTOX_c,2010,0.0001993118740529381,Paper,FR
0,2020,,HTOX_c,2010,0.00018392489423969173,Paper,FR
0,2021,,HTOX_c,2010,0.00020704844539894333,Paper,FR
0,2022,,HTOX_c,2010,0.0002047143022595804,Paper,FR
0,2023,,HTOX_c,2010,0.00019363238978358058,Paper,FR
0,2024,,HTOX_c,2010,0.0001860211193860141,Paper,FR
0,2025,,HTOX_c,2010,0.00013276147778898553,Paper,FR
0,2026,SSP2,HTOX_c,2010,0.0001402235141273758,Paper,FR
0,2027,SSP2,HTOX_c,2010,0.0001371100942361871,Paper,FR
0,2028,SSP2,HTOX_c,2010,0.00013396754523095227,Paper,FR
0,2029,SSP2,HTOX_c,2010,0.00013080920302601805,Paper,FR
0,2030,SSP2,HTOX_c,2010,0.00012764666635669853,Paper,FR
0,2019,,LU,2010,0.0001997077268315934,Paper,FR
0,2020,,LU,2010,0.00018429018697899597,Paper,FR
0,2021,,LU,2010,0.00020745966376120538,Paper,FR
0,2022,,LU,2010,0.0002051208847864117,Paper,FR
0,2023,,LU,2010,0.00019401696255375652,Paper,FR
0,2024,,LU,2010,0.000186390575432461,Paper,FR
0,2025,,LU,2010,0.000133025155004058,Paper,FR
0,2026,SSP2,LU,2010,0.00014050201167281246,Paper,FR
0,2027,SSP2,LU,2010,0.0001373824082267257,Paper,FR
0,2028,SSP2,LU,2010,0.00013423361781333748,Paper,FR
0,2029,SSP2,LU,2010,0.00013106900283341828,Paper,FR
0,2030,SSP2,LU,2010,0.0001279001850584993,Paper,FR
0,2019,,WU,2010,0.0002001035796102487,Paper,FR
0,2020,,WU,2010,0.00018465547971830023,Paper,FR
0,2021,,WU,2010,0.00020787088212346743,Paper,FR
0,2022,,WU,2010,0.0002055274673132431,Paper,FR
0,2023,,WU,2010,0.00019440153532393245,Paper,FR
0,2024,,WU,2010,0.0001867600314789079,Paper,FR
0,2025,,WU,2010,0.00013328883221913046,Paper,FR
0,2026,SSP2,WU,2010,0.00014078050921824918,Paper,FR
0,2027,SSP2,WU,2010,0.0001376547222172643,Paper,FR
0,2028,SSP2,WU,2010,0.0001344996903957227,Paper,FR
0,2029,SSP2,WU,2010,0.00013132880264081853,Paper,FR
0,2030,SSP2,WU,2010,0.0001281537037603001,Paper,FR
0,2019,,FRD,2010,0.00020049943238890398,Paper,FR
0,2020,,FRD,2010,0.00018502077245760451,Paper,FR
0,2021,,FRD,2010,0.0002082821004857295,Paper,FR
0,2022,,FRD,2010,0.00020593404984007443,Paper,FR
0,2023,,FRD,2010,0.00019478610809410836,Paper,FR
0,2024,,FRD,2010,0.00018712948752535482,Paper,FR
0,2025,,FRD,2010,0.00013355250943420294,Paper,FR
0,2026,SSP2,FRD,2010,0.00014105900676368585,Paper,FR
0,2027,SSP2,FRD,2010,0.0001379270362078029,Paper,FR
0,2028,SSP2,FRD,2010,0.0001347657629781079,Paper,FR
0,2029,SSP2,FRD,2010,0.00013158860244821875,Paper,FR
0,2030,SSP2,FRD,2010,0.00012840722246210088,Paper,FR
0,2019,,MRD,2010,0.00020089528516755925,Paper,FR
0,2020,,MRD,2010,0.00018538606519690875,Paper,FR
0,2021,,MRD,2010,0.00020869331884799152,Paper,FR
0,2022,,MRD,2010,0.00020634063236690578,Paper,FR
0,2023,,MRD,2010,0.0001951706808642843,Paper,FR
0,2024,,MRD,2010,0.00018749894357180172,Paper,FR
0,2025,,MRD,2010,0.00013381618664927542,Paper,FR
0,2026,SSP2,MRD,2010,0.00014133750430912257,Paper,FR
0,2027,SSP2,MRD,2010,0.00013819935019834153,Paper,FR
0,2028,SSP2,MRD,2010,0.0001350318355604931,Paper,FR
0,2029,SSP2,MRD,2010,0.00013184840225561898,Paper,FR
0,2030,SSP2,MRD,2010,0.0001286607411639017,Paper,FR
1,2019,,GWP_100,2010,0.0001887495838749649,Paper,FR
1,2020,,GWP_100,2010,0.00017417801832904386,Paper,FR
1,2021,,GWP_100,2010,0.00019607616503886284,Paper,FR
1,2022,,GWP_100,2010,0.00019386571697422653,Paper,FR
1,2023,,GWP_100,2010,0.00018337107696181975,Paper,FR
1,2024,,GWP_100,2010,0.0001761631565751049,Paper,FR
1,2025,,GWP_100,2010,0.00012572594486087024,Paper,FR
1,2026,SSP2,GWP_100,2010,0.00013279253966573838,Paper,FR
1,2027,SSP2,GWP_100,2010,0.0001298441116722621,Paper,FR
1,2028,SSP2,GWP_100,2010,0.00012686809822668477,Paper,FR
1,2029,SSP2,GWP_100,2010,0.0001238771285228038,Paper,FR
1,2030,SSP2,GWP_100,2010,0.00012088218663507248,Paper,FR
1,2019,,ODP,2010,0.0001891328317610054,Paper,FR
1,2020,,ODP,2010,0.00017453167927996579,Paper,FR
1,2021,,ODP,2010,0.00019647428923183515,Paper,FR
1,2022,,ODP,2010,0.00019425935294777822,Paper,FR
1,2023,,ODP,2010,0.00018374340402164068,Paper,FR
1,2024,,ODP,2010,0.00017652084826358228,Paper,FR
1,2025,,ODP,2010,0.00012598122596718672,Paper,FR
1,2026,SSP2,ODP,2010,0.0001330621691879023,Paper,FR
1,2027,SSP2,ODP,2010,0.0001301077545386017,Paper,FR
1,2028,SSP2,ODP,2010,0.00012712569842612982,Paper,FR
1,2029,SSP2,ODP,2010,0.00012412865568731712,Paper,FR
1,2030,SSP2,ODP,2010,0.00012112763269930614,Paper,FR
1,2019,,PM,2010,0.00018951607964704596,Paper,FR
1,2020,,PM,2010,0.0001748853402308877,Paper,FR
1,2021,,PM,2010,0.00019687241342480744,Paper,FR
1,2022,,PM,2010,0.00019465298892132996,Paper,FR
1,2023,,PM,2010,0.00018411573108146164,Paper,FR
1,2024,,PM,2010,0.00017687853995205962,Paper,FR
1,2025,,PM,2010,0.00012623650707350322,Paper,FR
1,2026,SSP2,PM,2010,0.00013333179871006625,Paper,FR
1,2027,SSP2,PM,2010,0.00013037139740494134,Paper,FR
1,2028,SSP2,PM,2010,0.00012738329862557488,Paper,FR
1,2029,SSP2,PM,2010,0.0001243801828518304,Paper,FR
1,2030,SSP2,PM,2010,0.00012137307876353978,Paper,FR
1,2019,,IR,2010,0.00018989932753308647,Paper,FR
1,2020,,IR,2010,0.0001752390011818096,Paper,FR
1,2021,,IR,2010,0.00019727053761777976,Paper,FR
1,2022,,IR,2010,0.0001950466248948817,Paper,FR
1,2023,,IR,2010,0.0001844880581412826,Paper,FR
1,2024,,IR,2010,0.000177236231640537,Paper,FR
1,2025,,IR,2010,0.0001264917881798197,Paper,FR
1,2026,SSP2,IR,2010,0.00013360142823223018,Paper,FR
1,2027,SSP2,IR,2010,0.00013063504027128095,Paper,FR
1,2028,SSP2,IR,2010,0.00012764089882501988,Paper,FR
1,2029,SSP2,IR,2010,0.00012463171001634375,Paper,FR
1,2030,SSP2,IR,2010,0.00012161852482777343,Paper,FR
1,2019,,POF,2010,0.00019028257541912704,Paper,FR
1,2020,,POF,2010,0.00017559266213273153,Paper,FR
1,2021,,POF,2010,0.0001976686618107521,Paper,FR
1,2022,,POF,2010,0.00019544026086843342,Paper,FR
1,2023,,POF,2010,0.00018486038520110356,Paper,FR
1,2024,,POF,2010,0.00017759392332901438,Paper,FR
1,2025,,POF,2010,0.00012674706928613618,Paper,FR
1,2026,SSP2,POF,2010,0.00013387105775439413,Paper,FR
1,2027,SSP2,POF,2010,0.0001308986831376206,Paper,FR
1,2028,SSP2,POF,2010,0.00012789849902446494,Paper,FR
1,2029,SSP2,POF,2010,0.00012488323718085707,Paper,FR
1,2030,SSP2,POF,2010,0.0001218639708920071,Paper,FR
1,2019,,AC,2010,0.00019066582330516755,Paper,FR
1,2020,,AC,2010,0.00017594632308365343,Paper,FR
1,2021,,AC,2010,0.0001980667860037244,Paper,FR
1,2022,,AC,2010,0.00019583389684198516,Paper,FR
1,2023,,AC,2010,0.0001852327122609245,Paper,FR
1,2024,,AC,2010,0.00017795161501749175,Paper,FR
1,2025,,AC,2010,0.00012700235039245268,Paper,FR
1,2026,SSP2,AC,2010,0.00013414068727655805,Paper,FR
1,2027,SSP2,AC,2010,0.00013116232600396017,Paper,FR
1,2028,SSP2,AC,2010,0.00012815609922391,Paper,FR
1,2029,SSP2,AC,2010,0.00012513476434537036,Paper,FR
1,2030,SSP2,AC,2010,0.00012210941695624074,Paper,FR
1,2019,,TEU,2010,0.00019104907119120811,Paper,FR
1,2020,,TEU,2010,0.00017629998403457538,Paper,FR
1,2021,,TEU,2010,0.00019846491019669672,Paper,FR
1,2022,,TEU,2010,0.00019622753281553688,Paper,FR
1,2023,,TEU,2010,0.00018560503932074545,Paper,FR
1,2024,,TEU,2010,0.0001783093067059691,Paper,FR
1,2025,,TEU,2010,0.00012725763149876916,Paper,FR
1,2026,SSP2,TEU,2010,0.000134410316798722,Paper,FR
1,2027,SSP2,TEU,2010,0.0001314259688702998,Paper,FR
1,2028,SSP2,TEU,2010,0.00012841369942335503,Paper,FR
1,2029,SSP2,TEU,2010,0.00012538629150988368,Paper,FR
1,2030,SSP2,TEU,2010,0.0001223548630204744,Paper,FR
1,2019,,FEU,2010,0.00019143231907724862,Paper,FR
1,2020,,FEU,2010,0.00017665364498549728,Paper,FR
1,2021,,FEU,2010,0.00019886303438966903,Paper,FR
1,2022,,FEU,2010,0.00019662116878908862,Paper,FR
1,2023,,FEU,2010,0.00018597736638056641,Paper,FR
1,2024,,FEU,2010,0.0001786669983944465,Paper,FR
1,2025,,FEU,2010,0.00012751291260508564,Paper,FR
1,2026,SSP2,FEU,2010,0.00013467994632088593,Paper,FR
1,2027,SSP2,FEU,2010,0.00013168961173663942,Paper,FR
1,2028,SSP2,FEU,2010,0.00012867129962280008,Paper,FR
1,2029,SSP2,FEU,2010,0.00012563781867439697,Paper,FR
1,2030,SSP2,FEU,2010,0.00012260030908470802,Paper,FR
1,2019,,MEU,2010,0.00019181556696328916,Paper,FR
1,2020,,MEU,2010,0.00017700730593641918,Paper,FR
1,2021,,MEU,2010,0.00019926115858264132,Paper,FR
1,2022,,MEU,2010,0.00019701480476264034,Paper,FR
1,2023,,MEU,2010,0.00018634969344038735,Paper,FR
1,2024,,MEU,2010,0.00017902469008292384,Paper,FR
1,2025,,MEU,2010,0.00012776819371140214,Paper,FR
1,2026,SSP2,MEU,2010,0.00013494957584304985,Paper,FR
1,2027,SSP2,MEU,2010,0.00013195325460297903,Paper,FR
1,2028,SSP2,MEU,2010,0.0001289288998222451,Paper,FR
1,2029,SSP2,MEU,2010,0.00012588934583891028,Paper,FR
1,2030,SSP2,MEU,2010,0.00012284575514894168,Paper,FR
1,2019,,ECOTOX,2010,0.00019219881484932967,Paper,FR
1,2020,,ECOTOX,2010,0.0001773609668873411,Paper,FR
1,2021,,ECOTOX,2010,0.00019965928277561361,Paper,FR
1,2022,,ECOTOX,2010,0.00019740844073619205,Paper,FR
1,2023,,ECOTOX,2010,0.00018672202050020828,Paper,FR
1,2024,,ECOTOX,2010,0.00017938238177140123,Paper,FR
1,2025,,ECOTOX,2010,0.00012802347481771865,Paper,FR
1,2026,SSP2,ECOTOX,2010,0.0001352192053652138,Paper,FR
1,2027,SSP2,ECOTOX,2010,0.00013221689746931867,Paper,FR
1,2028,SSP2,ECOTOX,2010,0.00012918650002169014,Paper,FR
1,2029,SSP2,ECOTOX,2010,0.00012614087300342357,Paper,FR
1,2030,SSP2,ECOTOX,2010,0.00012309120121317533,Paper,FR
1,2019,,HTOX_nc,2010,0.00019258206273537024,Paper,FR
1,2020,,HTOX_nc,2010,0.00017771462783826303,Paper,FR
1,2021,,HTOX_nc,2010,0.00020005740696858593,Paper,FR
1,2022,,HTOX_nc,2010,0.00019780207670974377,Paper,FR
1,2023,,HTOX_nc,2010,0.00018709434756002924,Paper,FR
1,2024,,HTOX_nc,2010,0.00017974007345987857,Paper,FR
1,2025,,HTOX_nc,2010,0.00012827875592403513,Paper,FR
1,2026,SSP2,HTOX_nc,2010,0.00013548883488737773,Paper,FR
1,2027,SSP2,HTOX_nc,2010,0.00013248054033565828,Paper,FR
1,2028,SSP2,HTOX_nc,2010,0.0001294441002211352,Paper,FR
1,2029,SSP2,HTOX_nc,2010,0.0001263924001679369,Paper,FR
1,2030,SSP2,HTOX_nc,2010,0.00012333664727740896,Paper,FR
1,2019,,HTOX_c,2010,0.00019296531062141075,Paper,FR
1,2020,,HTOX_c,2010,0.00017806828878918492,Paper,FR
1,2021,,HTOX_c,2010,0.00020045553116155825,Paper,FR
1,2022,,HTOX_c,2010,0.0001981957126832955,Paper,FR
1,2023,,HTOX_c,2010,0.0001874666746198502,Paper,FR
1,2024,,HTOX_c,2010,0.00018009776514835594,Paper,FR
1,2025,,HTOX_c,2010,0.0001285340370303516,Paper,FR
1,2026,SSP2,HTOX_c,2010,0.00013575846440954168,Paper,FR
1,2027,SSP2,HTOX_c,2010,0.00013274418320199789,Paper,FR
1,2028,SSP2,HTOX_c,2010,0.00012970170042058026,Paper,FR
1,2029,SSP2,HTOX_c,2010,0.00012664392733245018,Paper,FR
1,2030,SSP2,HTOX_c,2010,0.0001235820933416426,Paper,FR
1,2019,,LU,2010,0.0001933485585074513,Paper,FR
1,2020,,LU,2010,0.00017842194974010685,Paper,FR
1,2021,,LU,2010,0.00020085365535453054,Paper,FR
1,2022,,LU,2010,0.00019858934865684723,Paper,FR
1,2023,,LU,2010,0.00018783900167967116,Paper,FR
1,2024,,LU,2010,0.00018045545683683333,Paper,FR
1,2025,,LU,2010,0.0001287893181366681,Paper,FR
1,2026,SSP2,LU,2010,0.0001360280939317056,Paper,FR
1,2027,SSP2,LU,2010,0.0001330078260683375,Paper,FR
1,2028,SSP2,LU,2010,0.00012995930062002529,Paper,FR
1,2029,SSP2,LU,2010,0.0001268954544969635,Paper,FR
1,2030,SSP2,LU,2010,0.00012382753940587627,Paper,FR
1,2019,,WU,2010,0.00019373180639349182,Paper,FR
1,2020,,WU,2010,0.00017877561069102875,Paper,FR
1,2021,,WU,2010,0.00020125177954750286,Paper,FR
1,2022,,WU,2010,0.00019898298463039897,Paper,FR
1,2023,,WU,2010,0.00018821132873949212,Paper,FR
1,2024,,WU,2010,0.0001808131485253107,Paper,FR
1,2025,,WU,2010,0.00012904459924298459,Paper,FR
1,2026,SSP2,WU,2010,0.00013629772345386955,Paper,FR
1,2027,SSP2,WU,2010,0.00013327146893467713,Paper,FR
1,2028,SSP2,WU,2010,0.00013021690081947034,Paper,FR
1,2029,SSP2,WU,2010,0.0001271469816614768,Paper,FR
1,2030,SSP2,WU,2010,0.00012407298547010992,Paper,FR
1,2019,,FRD,2010,0.0001941150542795324,Paper,FR
1,2020,,FRD,2010,0.0001791292716419507,Paper,FR
1,2021,,FRD,2010,0.00020164990374047518,Paper,FR
1,2022,,FRD,2010,0.0001993766206039507,Paper,FR
1,2023,,FRD,2010,0.00018858365579931305,Paper,FR
1,2024,,FRD,2010,0.00018117084021378806,Paper,FR
1,2025,,FRD,2010,0.00012929988034930106,Paper,FR
1,2026,SSP2,FRD,2010,0.00013656735297603347,Paper,FR
1,2027,SSP2,FRD,2010,0.00013353511180101674,Paper,FR
1,2028,SSP2,FRD,2010,0.0001304745010189154,Paper,FR
1,2029,SSP2,FRD,2010,0.0001273985088259901,Paper,FR
1,2030,SSP2,FRD,2010,0.00012431843153434355,Paper,FR
1,2019,,MRD,2010,0.0001944983021655729,Paper,FR
1,2020,,MRD,2010,0.0001794829325928726,Paper,FR
1,2021,,MRD,2010,0.00020204802793344747,Paper,FR
1,2022,,MRD,2010,0.00019977025657750243,Paper,FR
1,2023,,MRD,2010,0.00018895598285913401,Paper,FR
1,2024,,MRD,2010,0.00018152853190226545,Paper,FR
1,2025,,MRD,2010,0.00012955516145561757,Paper,FR
1,2026,SSP2,MRD,2010,0.00013683698249819743,Paper,FR
1,2027,SSP2,MRD,2010,0.00013379875466735638,Paper,FR
1,2028,SSP2,MRD,2010,0.00013073210121836043,Paper,FR
1,2029,SSP2,MRD,2010,0.00012765003599050342,Paper,FR
1,2030,SSP2,MRD,2010,0.00012456387759857723,Paper,FR
2,2019,,GWP_100,2010,0.00018366363634054748,Paper,FR
2,2020,,GWP_100,2010,0.00016948470857606907,Paper,FR
2,2021,,GWP_100,2010,0.00019079279928162744,Paper,FR
2,2022,,GWP_100,2010,0.00018864191279404732,Paper,FR
2,2023,,GWP_100,2010,0.00017843005586068062,Paper,FR
2,2024,,GWP_100,2010,0.00017141635632556446,Paper,FR
2,2025,,GWP_100,2010,0.00012233819932972763,Paper,FR
2,2026,SSP2,GWP_100,2010,0.00012921438136818483,Paper,FR
2,2027,SSP2,GWP_100,2010,0.0001263454001728205,Paper,FR
2,2028,SSP2,GWP_100,2010,0.0001234495768285149,Paper,FR
2,2029,SSP2,GWP_100,2010,0.00012053920022941686,Paper,FR
2,2030,SSP2,GWP_100,2010,0.00011762495847885627,Paper,FR
2,2019,,ODP,2010,0.00018403655742956382,Paper,FR
2,2020,,ODP,2010,0.0001698288399640408,Paper,FR
2,2021,,ODP,2010,0.00019118019582839218,Paper,FR
2,2022,,ODP,2010,0.00018902494205860374,Paper,FR
2,2023,,ODP,2010,0.000178792350390347,Paper,FR
2,2024,,ODP,2010,0.00017176440984094631,Paper,FR
2,2025,,ODP,2010,0.00012258660176491488,Paper,FR
2,2026,SSP2,ODP,2010,0.00012947674559431313,Paper,FR
2,2027,SSP2,ODP,2010,0.0001266019390564201,Paper,FR
2,2028,SSP2,ODP,2010,0.0001237002358677606,Paper,FR
2,2029,SSP2,ODP,2010,0.00012078394987455272,Paper,FR
2,2030,SSP2,ODP,2010,0.00011786379088185902,Paper,FR
2,2019,,PM,2010,0.00018440947851858016,Paper,FR
2,2020,,PM,2010,0.0001701729713520125,Paper,FR
2,2021,,PM,2010,0.0001915675923751569,Paper,FR
2,2022,,PM,2010,0.0001894079713231602,Paper,FR
2,2023,,PM,2010,0.00017915464492001333,Paper,FR
2,2024,,PM,2010,0.00017211246335632814,Paper,FR
2,2025,,PM,2010,0.00012283500420010217,Paper,FR
2,2026,SSP2,PM,2010,0.00012973910982044142,Paper,FR
2,2027,SSP2,PM,2010,0.00012685847794001977,Paper,FR
2,2028,SSP2,PM,2010,0.0001239508949070063,Paper,FR
2,2029,SSP2,PM,2010,0.0001210286995196886,Paper,FR
2,2030,SSP2,PM,2010,0.00011810262328486178,Paper,FR
2,2019,,IR,2010,0.0001847823996075965,Paper,FR
2,2020,,IR,2010,0.0001705171027399842,Paper,FR
2,2021,,IR,2010,0.00019195498892192163,Paper,FR
2,2022,,IR,2010,0.00018979100058771664,Paper,FR
2,2023,,IR,2010,0.0001795169394496797,Paper,FR
2,2024,,IR,2010,0.00017246051687171002,Paper,FR
2,2025,,IR,2010,0.00012308340663528942,Paper,FR
2,2026,SSP2,IR,2010,0.00013000147404656972,Paper,FR
2,2027,SSP2,IR,2010,0.0001271150168236194,Paper,FR
2,2028,SSP2,IR,2010,0.000124201553946252,Paper,FR
2,2029,SSP2,IR,2010,0.00012127344916482449,Paper,FR
2,2030,SSP2,IR,2010,0.00011834145568786453,Paper,FR
2,2019,,POF,2010,0.00018515532069661285,Paper,FR
2,2020,,POF,2010,0.00017086123412795592,Paper,FR
2,2021,,POF,2010,0.00019234238546868634,Paper,FR
